stat,pre_split,prior_year,two_years,league_average,correlation,pre_split_bbe,prior_bbe,two_years_bbe,data_points
xwobacon,0.0,0.021,0.015,0.964,0.3,0,10,10,1602
la,0.0,0.173,0.163,0.665,1.49,0,10,10,1602
ev,0.0,0.082,0.057,0.862,0.05,0,10,10,1602
gb/fb,0.0,0.145,0.114,0.742,1.25,0,10,10,1602
x_move,0.0,0.804,0.12,0.076,0.91,0,10,10,1602
z_move,0.0,0.243,0.091,0.666,2.12,0,10,10,1602
extension,0.0,0.876,0.101,0.023,0.03,0,10,10,1602
velo,0.0,0.576,0.424,0.0,0.07,0,10,10,1602
spin_rate,0.0,0.532,0.033,0.434,0.2,0,10,10,1602
whiff,0.0,0.18,0.178,0.642,0.61,0,10,10,1602
hh,0.0,0.066,0.101,0.833,0.41,0,10,10,1602
ld,0.0,0.0,0.0,1.0,0.53,0,10,10,1602
barrel,0.0,0.027,0.014,0.96,1.18,0,10,10,1602
weak,0.0,0.165,0.103,0.732,0.52,0,10,10,1602
hr,0.0,0.054,0.013,0.933,1.21,0,10,10,1602
swing%,0.0,0.186,0.186,0.628,0.17,0,10,10,1602
chase%,0.0,0.179,0.154,0.666,0.48,0,10,10,1602
xwobacon,0.07,0.036,0.029,0.866,0.13,10,10,10,1365
la,0.527,0.1,0.086,0.287,0.84,10,10,10,1365
ev,0.273,0.057,0.046,0.624,0.03,10,10,10,1365
gb/fb,0.328,0.05,0.066,0.557,0.71,10,10,10,1365
x_move,0.929,0.015,0.015,0.04,0.18,10,10,10,1365
z_move,0.946,0.0,0.0,0.054,0.24,10,10,10,1365
extension,0.781,0.175,0.029,0.016,0.02,10,10,10,1365
velo,0.987,0.004,0.005,0.004,0.01,10,10,10,1365
spin_rate,1.0,0.0,0.0,0.0,0.03,10,10,10,1365
whiff,0.583,0.092,0.064,0.261,0.36,10,10,10,1365
hh,0.191,0.059,0.068,0.681,0.2,10,10,10,1365
ld,0.029,0.022,0.017,0.933,0.19,10,10,10,1365
barrel,0.095,0.033,0.04,0.832,0.48,10,10,10,1365
weak,0.401,0.111,0.071,0.417,0.31,10,10,10,1365
hr,0.036,0.05,0.035,0.88,0.48,10,10,10,1365
swing%,0.307,0.163,0.132,0.398,0.1,10,10,10,1365
chase%,0.513,0.115,0.041,0.331,0.29,10,10,10,1365
xwobacon,0.186,0.026,0.003,0.785,0.12,25,10,10,1062
la,0.755,0.068,0.039,0.139,0.71,25,10,10,1062
ev,0.453,0.055,0.037,0.455,0.03,25,10,10,1062
gb/fb,0.366,0.079,0.065,0.49,0.87,25,10,10,1062
x_move,0.949,0.0,0.009,0.042,0.14,25,10,10,1062
z_move,0.957,0.0,0.0,0.043,0.18,25,10,10,1062
extension,0.85,0.099,0.029,0.022,0.01,25,10,10,1062
velo,0.993,0.0,0.002,0.005,0.01,25,10,10,1062
spin_rate,1.0,0.0,0.0,0.0,0.02,25,10,10,1062
whiff,0.79,0.039,0.101,0.071,0.27,25,10,10,1062
hh,0.344,0.057,0.076,0.523,0.19,25,10,10,1062
ld,0.067,0.015,0.002,0.916,0.19,25,10,10,1062
barrel,0.195,0.028,0.003,0.774,0.47,25,10,10,1062
weak,0.67,0.062,0.042,0.225,0.26,25,10,10,1062
hr,0.106,0.035,0.013,0.847,0.48,25,10,10,1062
swing%,0.515,0.125,0.079,0.281,0.09,25,10,10,1062
chase%,0.694,0.077,0.056,0.173,0.24,25,10,10,1062
xwobacon,0.255,0.012,0.018,0.715,0.12,50,10,10,714
la,0.863,0.011,0.009,0.117,0.58,50,10,10,714
ev,0.587,0.041,0.025,0.347,0.02,50,10,10,714
gb/fb,0.473,0.006,0.026,0.494,0.77,50,10,10,714
x_move,0.951,0.0,0.014,0.035,0.12,50,10,10,714
z_move,0.953,0.005,0.0,0.042,0.14,50,10,10,714
extension,0.908,0.057,0.003,0.033,0.01,50,10,10,714
velo,1.0,0.0,0.0,0.0,0.01,50,10,10,714
spin_rate,0.996,0.0,0.0,0.004,0.02,50,10,10,714
whiff,0.868,0.021,0.048,0.063,0.23,50,10,10,714
hh,0.467,0.056,0.029,0.448,0.17,50,10,10,714
ld,0.099,0.016,0.002,0.883,0.2,50,10,10,714
barrel,0.325,0.0,0.022,0.653,0.44,50,10,10,714
weak,0.772,0.045,0.018,0.165,0.22,50,10,10,714
hr,0.211,0.02,0.033,0.735,0.48,50,10,10,714
swing%,0.673,0.065,0.032,0.23,0.08,50,10,10,714
chase%,0.793,0.04,0.039,0.128,0.21,50,10,10,714
xwobacon,0.31,0.001,0.013,0.676,0.12,75,10,10,451
la,0.859,0.0,0.025,0.116,0.56,75,10,10,451
ev,0.642,0.017,0.006,0.334,0.02,75,10,10,451
gb/fb,0.647,0.0,0.0,0.353,0.62,75,10,10,451
x_move,0.958,0.0,0.015,0.026,0.1,75,10,10,451
z_move,0.969,0.0,0.0,0.031,0.1,75,10,10,451
extension,0.933,0.035,0.0,0.032,0.01,75,10,10,451
velo,1.0,0.0,0.0,0.0,0.01,75,10,10,451
spin_rate,0.999,0.0,0.0,0.001,0.02,75,10,10,451
whiff,0.906,0.003,0.035,0.055,0.21,75,10,10,451
hh,0.502,0.035,0.044,0.419,0.17,75,10,10,451
ld,0.214,0.025,0.006,0.755,0.21,75,10,10,451
barrel,0.403,0.017,0.002,0.579,0.45,75,10,10,451
weak,0.839,0.0,0.052,0.11,0.22,75,10,10,451
hr,0.271,0.021,0.033,0.675,0.48,75,10,10,451
swing%,0.749,0.034,0.048,0.17,0.07,75,10,10,451
chase%,0.817,0.032,0.046,0.104,0.2,75,10,10,451
xwobacon,0.385,0.041,0.001,0.572,0.11,100,10,10,259
la,0.872,0.013,0.022,0.093,0.5,100,10,10,259
ev,0.703,0.058,0.0,0.239,0.02,100,10,10,259
gb/fb,0.849,0.0,0.08,0.07,0.75,100,10,10,259
x_move,0.936,0.0,0.029,0.035,0.11,100,10,10,259
z_move,0.941,0.035,0.0,0.024,0.14,100,10,10,259
extension,0.918,0.051,0.0,0.031,0.01,100,10,10,259
velo,1.0,0.0,0.0,0.0,0.01,100,10,10,259
spin_rate,0.99,0.0,0.0,0.01,0.02,100,10,10,259
whiff,0.87,0.037,0.006,0.087,0.2,100,10,10,259
hh,0.558,0.045,0.001,0.395,0.16,100,10,10,259
ld,0.357,0.009,0.0,0.634,0.2,100,10,10,259
barrel,0.403,0.019,0.0,0.578,0.45,100,10,10,259
weak,0.872,0.015,0.027,0.085,0.17,100,10,10,259
hr,0.284,0.025,0.05,0.641,0.5,100,10,10,259
swing%,0.776,0.068,0.013,0.144,0.07,100,10,10,259
chase%,0.83,0.009,0.018,0.142,0.18,100,10,10,259
xwobacon,0.0,0.017,0.041,0.943,0.3,0,25,10,1550
la,0.0,0.359,0.145,0.496,1.44,0,25,10,1550
ev,0.0,0.186,0.063,0.75,0.05,0,25,10,1550
gb/fb,0.0,0.243,0.116,0.642,1.34,0,25,10,1550
x_move,0.0,0.67,0.184,0.146,0.87,0,25,10,1550
z_move,0.0,0.31,0.069,0.621,2.15,0,25,10,1550
extension,0.0,0.893,0.086,0.021,0.03,0,25,10,1550
velo,0.0,0.548,0.452,0.0,0.07,0,25,10,1550
spin_rate,0.0,0.602,0.0,0.398,0.21,0,25,10,1550
whiff,0.0,0.408,0.124,0.468,0.61,0,25,10,1550
hh,0.0,0.134,0.068,0.798,0.4,0,25,10,1550
ld,0.0,0.089,0.0,0.911,0.52,0,25,10,1550
barrel,0.0,0.044,0.01,0.946,1.14,0,25,10,1550
weak,0.0,0.332,0.106,0.562,0.51,0,25,10,1550
hr,0.0,0.117,0.0,0.883,1.18,0,25,10,1550
swing%,0.0,0.412,0.139,0.449,0.17,0,25,10,1550
chase%,0.0,0.362,0.088,0.549,0.46,0,25,10,1550
xwobacon,0.073,0.093,0.031,0.803,0.13,10,25,10,1328
la,0.55,0.169,0.047,0.234,0.84,10,25,10,1328
ev,0.272,0.128,0.032,0.569,0.03,10,25,10,1328
gb/fb,0.362,0.15,0.059,0.429,0.8,10,25,10,1328
x_move,0.925,0.004,0.033,0.038,0.19,10,25,10,1328
z_move,0.954,0.0,0.0,0.046,0.24,10,25,10,1328
extension,0.779,0.176,0.028,0.018,0.02,10,25,10,1328
velo,0.989,0.004,0.004,0.003,0.01,10,25,10,1328
spin_rate,1.0,0.0,0.0,0.0,0.03,10,25,10,1328
whiff,0.584,0.205,0.065,0.146,0.37,10,25,10,1328
hh,0.187,0.131,0.032,0.65,0.2,10,25,10,1328
ld,0.029,0.043,0.023,0.905,0.19,10,25,10,1328
barrel,0.087,0.071,0.02,0.822,0.48,10,25,10,1328
weak,0.418,0.181,0.081,0.32,0.31,10,25,10,1328
hr,0.04,0.107,0.023,0.83,0.48,10,25,10,1328
swing%,0.282,0.29,0.113,0.315,0.1,10,25,10,1328
chase%,0.491,0.164,0.047,0.298,0.29,10,25,10,1328
xwobacon,0.186,0.053,0.016,0.745,0.12,25,25,10,1039
la,0.781,0.081,0.031,0.108,0.68,25,25,10,1039
ev,0.445,0.093,0.058,0.403,0.03,25,25,10,1039
gb/fb,0.381,0.173,0.02,0.426,0.86,25,25,10,1039
x_move,0.952,0.0,0.011,0.037,0.13,25,25,10,1039
z_move,0.95,0.0,0.0,0.05,0.18,25,25,10,1039
extension,0.841,0.119,0.018,0.021,0.01,25,25,10,1039
velo,0.991,0.0,0.001,0.008,0.01,25,25,10,1039
spin_rate,1.0,0.0,0.0,0.0,0.02,25,25,10,1039
whiff,0.815,0.09,0.053,0.041,0.28,25,25,10,1039
hh,0.348,0.134,0.067,0.451,0.19,25,25,10,1039
ld,0.074,0.034,0.01,0.883,0.19,25,25,10,1039
barrel,0.202,0.075,0.029,0.694,0.48,25,25,10,1039
weak,0.656,0.117,0.051,0.176,0.26,25,25,10,1039
hr,0.103,0.079,0.024,0.794,0.48,25,25,10,1039
swing%,0.506,0.198,0.055,0.24,0.09,25,25,10,1039
chase%,0.71,0.106,0.057,0.127,0.24,25,25,10,1039
xwobacon,0.257,0.07,0.004,0.669,0.12,50,25,10,706
la,0.87,0.08,0.0,0.049,0.59,50,25,10,706
ev,0.564,0.131,0.007,0.297,0.02,50,25,10,706
gb/fb,0.48,0.152,0.0,0.368,0.8,50,25,10,706
x_move,0.959,0.006,0.0,0.035,0.12,50,25,10,706
z_move,0.953,0.0,0.0,0.047,0.13,50,25,10,706
extension,0.899,0.068,0.0,0.033,0.01,50,25,10,706
velo,0.998,0.0,0.0,0.002,0.01,50,25,10,706
spin_rate,0.999,0.0,0.0,0.001,0.02,50,25,10,706
whiff,0.889,0.059,0.038,0.014,0.23,50,25,10,706
hh,0.44,0.141,0.0,0.419,0.17,50,25,10,706
ld,0.113,0.029,0.011,0.846,0.21,50,25,10,706
barrel,0.317,0.092,0.029,0.562,0.43,50,25,10,706
weak,0.782,0.068,0.017,0.133,0.22,50,25,10,706
hr,0.197,0.096,0.032,0.674,0.47,50,25,10,706
swing%,0.645,0.148,0.031,0.175,0.08,50,25,10,706
chase%,0.782,0.081,0.067,0.07,0.2,50,25,10,706
xwobacon,0.284,0.045,0.0,0.67,0.12,75,25,10,445
la,0.866,0.063,0.016,0.055,0.56,75,25,10,445
ev,0.604,0.117,0.008,0.27,0.02,75,25,10,445
gb/fb,0.743,0.082,0.0,0.175,0.77,75,25,10,445
x_move,0.951,0.011,0.0,0.037,0.11,75,25,10,445
z_move,0.962,0.0,0.0,0.038,0.12,75,25,10,445
extension,0.943,0.025,0.0,0.032,0.01,75,25,10,445
velo,1.0,0.0,0.0,0.0,0.01,75,25,10,445
spin_rate,1.0,0.0,0.0,0.0,0.02,75,25,10,445
whiff,0.869,0.026,0.05,0.056,0.21,75,25,10,445
hh,0.478,0.147,0.0,0.375,0.17,75,25,10,445
ld,0.213,0.01,0.023,0.754,0.21,75,25,10,445
barrel,0.381,0.027,0.011,0.582,0.45,75,25,10,445
weak,0.839,0.1,0.001,0.06,0.22,75,25,10,445
hr,0.258,0.063,0.016,0.663,0.48,75,25,10,445
swing%,0.743,0.062,0.045,0.15,0.07,75,25,10,445
chase%,0.823,0.011,0.054,0.112,0.2,75,25,10,445
xwobacon,0.38,0.011,0.06,0.549,0.11,100,25,10,255
la,0.864,0.029,0.001,0.106,0.52,100,25,10,255
ev,0.672,0.137,0.04,0.151,0.02,100,25,10,255
gb/fb,0.786,0.109,0.0,0.105,0.73,100,25,10,255
x_move,0.954,0.0,0.014,0.032,0.1,100,25,10,255
z_move,0.962,0.022,0.0,0.016,0.13,100,25,10,255
extension,0.916,0.054,0.0,0.029,0.01,100,25,10,255
velo,1.0,0.0,0.0,0.0,0.01,100,25,10,255
spin_rate,0.989,0.0,0.0,0.011,0.02,100,25,10,255
whiff,0.905,0.011,0.0,0.084,0.2,100,25,10,255
hh,0.537,0.121,0.071,0.27,0.16,100,25,10,255
ld,0.352,0.013,0.049,0.586,0.2,100,25,10,255
barrel,0.403,0.012,0.034,0.551,0.44,100,25,10,255
weak,0.922,0.029,0.0,0.049,0.18,100,25,10,255
hr,0.277,0.099,0.028,0.596,0.5,100,25,10,255
swing%,0.786,0.086,0.0,0.128,0.07,100,25,10,255
chase%,0.82,0.0,0.068,0.112,0.18,100,25,10,255
xwobacon,0.0,0.135,0.04,0.825,0.3,0,50,10,1394
la,0.0,0.507,0.086,0.407,1.44,0,50,10,1394
ev,0.0,0.311,0.04,0.65,0.05,0,50,10,1394
gb/fb,0.0,0.248,0.107,0.645,1.38,0,50,10,1394
x_move,0.0,0.628,0.255,0.117,0.88,0,50,10,1394
z_move,0.0,0.27,0.14,0.59,2.06,0,50,10,1394
extension,0.0,0.96,0.026,0.014,0.03,0,50,10,1394
velo,0.0,0.489,0.401,0.11,0.07,0,50,10,1394
spin_rate,0.0,0.681,0.0,0.319,0.21,0,50,10,1394
whiff,0.0,0.56,0.186,0.253,0.62,0,50,10,1394
hh,0.0,0.303,0.096,0.601,0.41,0,50,10,1394
ld,0.0,0.155,0.0,0.845,0.51,0,50,10,1394
barrel,0.0,0.194,0.0,0.806,1.13,0,50,10,1394
weak,0.0,0.526,0.077,0.397,0.51,0,50,10,1394
hr,0.0,0.204,0.006,0.79,1.13,0,50,10,1394
swing%,0.0,0.524,0.117,0.358,0.16,0,50,10,1394
chase%,0.0,0.439,0.109,0.452,0.46,0,50,10,1394
xwobacon,0.076,0.17,0.004,0.75,0.13,10,50,10,1209
la,0.504,0.234,0.04,0.221,0.85,10,50,10,1209
ev,0.262,0.247,0.011,0.479,0.03,10,50,10,1209
gb/fb,0.325,0.396,0.0,0.279,0.76,10,50,10,1209
x_move,0.929,0.0,0.026,0.046,0.18,10,50,10,1209
z_move,0.941,0.0,0.0,0.059,0.24,10,50,10,1209
extension,0.768,0.216,0.002,0.015,0.02,10,50,10,1209
velo,0.988,0.004,0.004,0.004,0.01,10,50,10,1209
spin_rate,0.991,0.0,0.0,0.009,0.03,10,50,10,1209
whiff,0.568,0.32,0.039,0.073,0.36,10,50,10,1209
hh,0.181,0.264,0.021,0.534,0.2,10,50,10,1209
ld,0.033,0.115,0.008,0.843,0.19,10,50,10,1209
barrel,0.079,0.146,0.013,0.761,0.47,10,50,10,1209
weak,0.407,0.3,0.037,0.257,0.3,10,50,10,1209
hr,0.03,0.169,0.008,0.792,0.47,10,50,10,1209
swing%,0.238,0.385,0.096,0.281,0.1,10,50,10,1209
chase%,0.493,0.204,0.05,0.253,0.28,10,50,10,1209
xwobacon,0.178,0.078,0.027,0.717,0.12,25,50,10,963
la,0.763,0.107,0.028,0.102,0.69,25,50,10,963
ev,0.434,0.138,0.036,0.392,0.03,25,50,10,963
gb/fb,0.342,0.279,0.0,0.379,0.91,25,50,10,963
x_move,0.949,0.0,0.026,0.025,0.16,25,50,10,963
z_move,0.942,0.0,0.0,0.058,0.19,25,50,10,963
extension,0.845,0.117,0.02,0.018,0.01,25,50,10,963
velo,0.995,0.0,0.001,0.004,0.01,25,50,10,963
spin_rate,1.0,0.0,0.0,0.0,0.03,25,50,10,963
whiff,0.803,0.108,0.073,0.015,0.28,25,50,10,963
hh,0.316,0.18,0.056,0.447,0.18,25,50,10,963
ld,0.079,0.081,0.013,0.827,0.19,25,50,10,963
barrel,0.176,0.108,0.031,0.685,0.47,25,50,10,963
weak,0.651,0.177,0.038,0.134,0.26,25,50,10,963
hr,0.098,0.152,0.025,0.725,0.47,25,50,10,963
swing%,0.469,0.29,0.053,0.189,0.09,25,50,10,963
chase%,0.691,0.124,0.063,0.123,0.23,25,50,10,963
xwobacon,0.291,0.081,0.018,0.61,0.12,50,50,10,658
la,0.882,0.062,0.03,0.026,0.57,50,50,10,658
ev,0.568,0.165,0.0,0.267,0.02,50,50,10,658
gb/fb,0.433,0.301,0.0,0.266,0.75,50,50,10,658
x_move,0.955,0.0,0.017,0.028,0.12,50,50,10,658
z_move,0.949,0.002,0.0,0.049,0.16,50,50,10,658
extension,0.888,0.082,0.0,0.03,0.01,50,50,10,658
velo,0.997,0.0,0.0,0.003,0.01,50,50,10,658
spin_rate,0.995,0.0,0.0,0.005,0.02,50,50,10,658
whiff,0.878,0.06,0.042,0.02,0.24,50,50,10,658
hh,0.424,0.178,0.017,0.381,0.17,50,50,10,658
ld,0.134,0.084,0.0,0.781,0.21,50,50,10,658
barrel,0.34,0.094,0.028,0.538,0.45,50,50,10,658
weak,0.777,0.112,0.013,0.098,0.23,50,50,10,658
hr,0.18,0.123,0.031,0.666,0.48,50,50,10,658
swing%,0.591,0.196,0.064,0.149,0.08,50,50,10,658
chase%,0.772,0.059,0.058,0.111,0.21,50,50,10,658
xwobacon,0.289,0.042,0.0,0.669,0.12,75,50,10,419
la,0.899,0.041,0.0,0.061,0.58,75,50,10,419
ev,0.637,0.12,0.009,0.234,0.02,75,50,10,419
gb/fb,0.525,0.144,0.0,0.331,0.72,75,50,10,419
x_move,0.956,0.0,0.007,0.037,0.12,75,50,10,419
z_move,0.956,0.009,0.0,0.035,0.11,75,50,10,419
extension,0.92,0.049,0.0,0.031,0.01,75,50,10,419
velo,1.0,0.0,0.0,0.0,0.01,75,50,10,419
spin_rate,1.0,0.0,0.0,0.0,0.02,75,50,10,419
whiff,0.877,0.009,0.065,0.048,0.22,75,50,10,419
hh,0.472,0.19,0.034,0.304,0.17,75,50,10,419
ld,0.177,0.087,0.0,0.736,0.21,75,50,10,419
barrel,0.389,0.04,0.011,0.56,0.46,75,50,10,419
weak,0.836,0.104,0.014,0.046,0.22,75,50,10,419
hr,0.263,0.087,0.036,0.614,0.48,75,50,10,419
swing%,0.747,0.066,0.076,0.111,0.07,75,50,10,419
chase%,0.809,0.056,0.0,0.135,0.2,75,50,10,419
xwobacon,0.398,0.094,0.005,0.504,0.11,100,50,10,245
la,0.869,0.028,0.0,0.103,0.51,100,50,10,245
ev,0.678,0.086,0.005,0.23,0.02,100,50,10,245
gb/fb,0.807,0.05,0.0,0.143,0.44,100,50,10,245
x_move,0.937,0.0,0.022,0.041,0.11,100,50,10,245
z_move,0.968,0.023,0.0,0.009,0.12,100,50,10,245
extension,0.925,0.045,0.0,0.031,0.01,100,50,10,245
velo,0.999,0.0,0.0,0.0,0.01,100,50,10,245
spin_rate,0.994,0.0,0.0,0.006,0.02,100,50,10,245
whiff,0.882,0.029,0.0,0.09,0.2,100,50,10,245
hh,0.531,0.174,0.011,0.284,0.16,100,50,10,245
ld,0.33,0.058,0.036,0.576,0.2,100,50,10,245
barrel,0.398,0.058,0.03,0.514,0.45,100,50,10,245
weak,0.918,0.036,0.011,0.035,0.18,100,50,10,245
hr,0.263,0.121,0.0,0.616,0.51,100,50,10,245
swing%,0.748,0.099,0.028,0.125,0.07,100,50,10,245
chase%,0.822,0.063,0.049,0.066,0.18,100,50,10,245
xwobacon,0.0,0.153,0.0,0.847,0.29,0,75,10,1193
la,0.0,0.551,0.09,0.359,1.38,0,75,10,1193
ev,0.0,0.471,0.019,0.51,0.05,0,75,10,1193
gb/fb,0.0,0.56,0.003,0.437,1.39,0,75,10,1193
x_move,0.0,0.747,0.2,0.053,0.91,0,75,10,1193
z_move,0.0,0.274,0.068,0.657,2.26,0,75,10,1193
extension,0.0,0.982,0.001,0.016,0.03,0,75,10,1193
velo,0.0,0.545,0.444,0.011,0.07,0,75,10,1193
spin_rate,0.0,0.481,0.0,0.519,0.2,0,75,10,1193
whiff,0.0,0.653,0.074,0.273,0.63,0,75,10,1193
hh,0.0,0.402,0.034,0.563,0.39,0,75,10,1193
ld,0.0,0.154,0.0,0.846,0.49,0,75,10,1193
barrel,0.0,0.231,0.0,0.769,1.18,0,75,10,1193
weak,0.0,0.535,0.07,0.395,0.5,0,75,10,1193
hr,0.0,0.262,0.004,0.734,1.14,0,75,10,1193
swing%,0.0,0.647,0.091,0.263,0.15,0,75,10,1193
chase%,0.0,0.611,0.008,0.381,0.46,0,75,10,1193
xwobacon,0.072,0.192,0.024,0.713,0.12,10,75,10,1049
la,0.537,0.275,0.072,0.117,0.84,10,75,10,1049
ev,0.261,0.338,0.044,0.356,0.03,10,75,10,1049
gb/fb,0.332,0.333,0.046,0.289,0.8,10,75,10,1049
x_move,0.932,0.011,0.024,0.033,0.17,10,75,10,1049
z_move,0.942,0.0,0.0,0.058,0.24,10,75,10,1049
extension,0.775,0.211,0.005,0.009,0.02,10,75,10,1049
velo,0.992,0.003,0.003,0.003,0.01,10,75,10,1049
spin_rate,1.0,0.0,0.0,0.0,0.03,10,75,10,1049
whiff,0.573,0.323,0.038,0.066,0.36,10,75,10,1049
hh,0.182,0.267,0.055,0.496,0.19,10,75,10,1049
ld,0.03,0.112,0.019,0.84,0.19,10,75,10,1049
barrel,0.082,0.194,0.036,0.688,0.47,10,75,10,1049
weak,0.391,0.41,0.086,0.113,0.3,10,75,10,1049
hr,0.032,0.218,0.03,0.72,0.47,10,75,10,1049
swing%,0.23,0.474,0.036,0.26,0.09,10,75,10,1049
chase%,0.481,0.242,0.025,0.252,0.28,10,75,10,1049
xwobacon,0.17,0.139,0.013,0.678,0.12,25,75,10,853
la,0.743,0.138,0.028,0.09,0.68,25,75,10,853
ev,0.429,0.213,0.006,0.352,0.03,25,75,10,853
gb/fb,0.411,0.195,0.0,0.394,0.93,25,75,10,853
x_move,0.938,0.0,0.023,0.039,0.15,25,75,10,853
z_move,0.943,0.0,0.002,0.056,0.17,25,75,10,853
extension,0.841,0.14,0.002,0.017,0.01,25,75,10,853
velo,0.989,0.0,0.003,0.007,0.01,25,75,10,853
spin_rate,1.0,0.0,0.0,0.0,0.02,25,75,10,853
whiff,0.807,0.142,0.033,0.017,0.29,25,75,10,853
hh,0.316,0.278,0.012,0.394,0.18,25,75,10,853
ld,0.071,0.108,0.013,0.808,0.19,25,75,10,853
barrel,0.174,0.161,0.0,0.665,0.46,25,75,10,853
weak,0.633,0.219,0.034,0.114,0.26,25,75,10,853
hr,0.1,0.171,0.023,0.706,0.47,25,75,10,853
swing%,0.435,0.325,0.061,0.179,0.08,25,75,10,853
chase%,0.666,0.162,0.018,0.154,0.23,25,75,10,853
xwobacon,0.278,0.141,0.003,0.579,0.12,50,75,10,599
la,0.882,0.04,0.025,0.053,0.56,50,75,10,599
ev,0.544,0.203,0.0,0.253,0.02,50,75,10,599
gb/fb,0.466,0.127,0.0,0.407,0.71,50,75,10,599
x_move,0.953,0.0,0.013,0.034,0.11,50,75,10,599
z_move,0.942,0.004,0.0,0.054,0.16,50,75,10,599
extension,0.875,0.099,0.0,0.027,0.01,50,75,10,599
velo,0.994,0.0,0.0,0.006,0.01,50,75,10,599
spin_rate,1.0,0.0,0.0,0.0,0.02,50,75,10,599
whiff,0.864,0.094,0.006,0.036,0.23,50,75,10,599
hh,0.412,0.235,0.012,0.341,0.16,50,75,10,599
ld,0.115,0.103,0.027,0.755,0.21,50,75,10,599
barrel,0.327,0.083,0.017,0.573,0.44,50,75,10,599
weak,0.786,0.141,0.0,0.073,0.22,50,75,10,599
hr,0.177,0.233,0.031,0.559,0.47,50,75,10,599
swing%,0.565,0.266,0.035,0.134,0.08,50,75,10,599
chase%,0.762,0.161,0.019,0.058,0.2,50,75,10,599
xwobacon,0.302,0.127,0.0,0.571,0.12,75,75,10,390
la,0.905,0.015,0.042,0.038,0.56,75,75,10,390
ev,0.596,0.167,0.0,0.237,0.02,75,75,10,390
gb/fb,0.528,0.472,0.0,0.0,0.67,75,75,10,390
x_move,0.953,0.0,0.019,0.028,0.12,75,75,10,390
z_move,0.972,0.0,0.0,0.028,0.14,75,75,10,390
extension,0.937,0.035,0.0,0.028,0.01,75,75,10,390
velo,0.997,0.0,0.001,0.002,0.01,75,75,10,390
spin_rate,1.0,0.0,0.0,0.0,0.02,75,75,10,390
whiff,0.879,0.056,0.007,0.058,0.21,75,75,10,390
hh,0.438,0.241,0.034,0.288,0.16,75,75,10,390
ld,0.182,0.097,0.0,0.72,0.2,75,75,10,390
barrel,0.398,0.057,0.0,0.545,0.45,75,75,10,390
weak,0.799,0.127,0.0,0.074,0.21,75,75,10,390
hr,0.237,0.202,0.02,0.541,0.47,75,75,10,390
swing%,0.71,0.134,0.039,0.118,0.07,75,75,10,390
chase%,0.808,0.075,0.042,0.075,0.2,75,75,10,390
xwobacon,0.367,0.018,0.0,0.615,0.11,100,75,10,235
la,0.868,0.015,0.006,0.111,0.52,100,75,10,235
ev,0.683,0.106,0.0,0.211,0.02,100,75,10,235
gb/fb,0.826,0.0,0.027,0.147,0.46,100,75,10,235
x_move,0.917,0.0,0.035,0.047,0.1,100,75,10,235
z_move,0.971,0.021,0.0,0.008,0.14,100,75,10,235
extension,0.93,0.044,0.0,0.025,0.01,100,75,10,235
velo,1.0,0.0,0.0,0.0,0.01,100,75,10,235
spin_rate,1.0,0.0,0.0,0.0,0.02,100,75,10,235
whiff,0.868,0.0,0.05,0.082,0.2,100,75,10,235
hh,0.543,0.187,0.0,0.27,0.16,100,75,10,235
ld,0.355,0.059,0.0,0.586,0.2,100,75,10,235
barrel,0.382,0.11,0.001,0.506,0.46,100,75,10,235
weak,0.906,0.0,0.05,0.044,0.18,100,75,10,235
hr,0.247,0.206,0.01,0.536,0.5,100,75,10,235
swing%,0.695,0.203,0.0,0.102,0.07,100,75,10,235
chase%,0.783,0.068,0.047,0.103,0.18,100,75,10,235
xwobacon,0.0,0.258,0.0,0.742,0.28,0,100,10,969
la,0.0,0.605,0.039,0.356,1.35,0,100,10,969
ev,0.0,0.457,0.069,0.474,0.05,0,100,10,969
gb/fb,0.0,0.613,0.079,0.307,1.24,0,100,10,969
x_move,0.0,0.721,0.134,0.145,0.9,0,100,10,969
z_move,0.0,0.221,0.111,0.668,2.16,0,100,10,969
extension,0.0,0.974,0.0,0.026,0.03,0,100,10,969
velo,0.0,0.513,0.411,0.076,0.07,0,100,10,969
spin_rate,0.0,0.51,0.0,0.49,0.18,0,100,10,969
whiff,0.0,0.65,0.118,0.232,0.57,0,100,10,969
hh,0.0,0.39,0.117,0.493,0.37,0,100,10,969
ld,0.0,0.28,0.0,0.72,0.44,0,100,10,969
barrel,0.0,0.275,0.001,0.725,0.99,0,100,10,969
weak,0.0,0.699,0.001,0.3,0.49,0,100,10,969
hr,0.0,0.303,0.0,0.697,1.09,0,100,10,969
swing%,0.0,0.655,0.111,0.234,0.14,0,100,10,969
chase%,0.0,0.478,0.099,0.423,0.44,0,100,10,969
xwobacon,0.083,0.186,0.005,0.726,0.13,10,100,10,872
la,0.561,0.267,0.036,0.137,0.85,10,100,10,872
ev,0.27,0.347,0.027,0.356,0.03,10,100,10,872
gb/fb,0.332,0.439,0.0,0.228,0.72,10,100,10,872
x_move,0.942,0.002,0.034,0.022,0.19,10,100,10,872
z_move,0.948,0.0,0.0,0.052,0.25,10,100,10,872
extension,0.769,0.215,0.001,0.014,0.02,10,100,10,872
